Время (с),A0 (В),A1 (В)
2.8588669300079346,2.353,2.184812576503276
2.871872663497925,2.333,2.071258273599775
2.879872560501098,2.078,2.3236591163557905
2.8920705318450928,2.333,2.015752235655209
2.900068759918213,2.216,2.355365157013952
2.912070274353028,2.451,2.6736139551955125
2.921128988265991,2.294,2.120626624877074
2.932127952575684,2.471,1.9774741988652083
2.9416372776031494,2.255,2.02506470379255
2.9493112564086914,2.49,2.938346370113034
2.9613192081451416,2.392,1.9395220315802648
2.969845533370972,2.588,2.2654317684263123
2.981912612915039,2.373,2.341740682741715
2.9904282093048096,2.647,2.589298559190471
3.0024335384368896,2.569,2.9393875888857104
3.0104336738586426,2.765,3.1323571031205106
3.0235819816589355,2.529,2.317693543910396
3.0311059951782227,2.706,3.223110677652116
3.0436782836914062,2.451,2.4900199633603477
3.0516796112060547,2.588,2.091118016920416
3.064394474029541,2.431,2.596371638169872
3.072141408920288,2.608,3.055653656380012
3.080142974853516,2.451,2.1915044106240837
3.0932509899139404,2.588,3.0639134316735794
3.1012496948242188,2.255,2.1384984895016164
3.113250255584717,2.314,2.7083793304683166
3.121253252029419,2.137,2.521301702260222
3.1333515644073486,2.392,2.520723730875622
3.1423559188842773,2.275,2.0388751576969417
3.154353380203247,2.51,2.3226467650557816
3.1623542308807373,2.392,2.870043954050076
3.1703591346740723,2.627,2.7499220748528894
3.1833584308624268,2.412,2.366256548042566
3.1908767223358154,2.627,2.1217337754165992
3.202878713607788,2.49,2.0387035850845097
3.21197247505188,2.667,3.110172687419361
3.223973035812378,2.49,2.9752039210239047
3.23197340965271,2.667,3.080526353472828
3.24397087097168,2.529,2.033205079239439
3.2529714107513428,2.667,2.4880966612297084
3.260970115661621,2.431,2.120277042710306
3.27297592163086,2.529,2.2331181870467787
3.2810475826263428,2.294,2.3506902483836676
3.2935564517974854,2.412,2.8057563807955788
3.30165958404541,2.255,2.4289478652881376
3.313719749450684,2.431,2.310932267488062
3.3217203617095947,2.275,2.315126564186514
3.3307204246521,2.471,2.6112445755429667
3.342806816101074,2.333,2.2423827041109985
3.3508107662200928,2.51,2.6386852396326947
3.36287260055542,2.392,2.2652514010524847
3.370879650115967,2.627,2.8634366753614215
3.3833909034729004,2.588,2.171824235407828
3.391403913497925,2.667,2.494121611719562
3.4043991565704346,2.51,2.1144840381376477
3.4123995304107666,2.51,2.858725122158735
3.424399137496948,2.529,2.214502526734752
3.432399034500122,2.667,2.985263425107844
3.4453988075256348,2.529,2.099070266548584
3.4533987045288086,2.529,2.6913503480052263
3.461399793624878,2.431,2.8647333833237845
3.4734044075012207,2.431,2.3492593240160264
3.481475353240967,2.333,2.2244437392262766
3.4937832355499268,2.412,2.704945768848793
3.5028538703918457,2.392,2.383193702211876
3.5149874687194824,2.529,3.0098936383914765
3.522505283355713,2.431,1.9808803546917273
3.5355117321014404,2.412,2.44784266296296
3.5435094833374023,2.314,2.127886970891192
3.555427074432373,2.275,2.603784151352016
3.564141273498535,2.392,2.1696514116076746
3.5761466026306152,2.431,1.9500778881393033
3.5846753120422363,2.51,2.5004882677227998
3.5967321395874023,2.51,2.7988229988111106
3.604737520217896,2.647,2.8003514121376964
3.616732835769653,2.588,2.448139107340719
3.625209331512451,2.608,2.8505129359127652
3.6332077980041504,2.51,2.8573035457687297
