Время (с),A0 (В),A1 (В)
0.0,2.314,2.5392361001711934
0.0010063648223876,2.529,2.7443877920959503
0.0010063648223876,2.51,2.3388665397373574
0.0010063648223876,2.686,2.5434405683701597
0.0010063648223876,2.569,2.754891283146083
0.0010063648223876,2.608,2.8885301780155026
0.0010063648223876,2.471,2.0848173409996518
0.0010063648223876,2.549,2.3814253946405675
0.0010063648223876,2.412,2.5971541470825543
0.0010063648223876,2.49,2.7075814533488622
0.0010063648223876,2.451,2.371945586831246
0.0010063648223876,2.608,2.6029679085009287
0.0010063648223876,2.451,2.6587467557037714
0.0010063648223876,2.49,2.068556720399826
0.0020053386688232,2.412,2.401407891549963
0.0020053386688232,2.608,2.493236092285483
0.0020053386688232,2.49,2.2270278499754146
0.0020053386688232,2.529,2.174947143564075
0.0020053386688232,2.333,2.612340415046062
0.0020053386688232,2.569,2.2100818316573063
0.0020053386688232,2.451,2.4382848677371665
0.0020053386688232,2.549,2.5857506040669875
0.0020053386688232,2.373,2.7252500686527212
0.0020053386688232,2.549,2.4790670679355022
0.0020053386688232,2.529,2.93710879680921
0.0020053386688232,2.725,3.0425371148359277
0.0020053386688232,2.569,2.6750090630434338
0.0020053386688232,2.667,2.6053981314313055
0.0030059814453125,2.529,2.321636144958608
0.0030059814453125,2.824,2.29880787279059
0.0030059814453125,2.647,3.1067624743478714
0.0030059814453125,2.784,2.9540843080281527
0.0030059814453125,2.49,2.8390646519784273
0.0030059814453125,2.627,2.2439763284288303
0.0030059814453125,2.353,2.7676900945522354
0.0030059814453125,2.451,2.918098286895928
0.0030059814453125,2.216,1.7746803180142283
0.0030059814453125,2.49,2.016321763528718
0.0090694427490234,2.314,2.6985657319407994
0.0170967578887939,2.51,2.342478721622199
0.029207706451416,2.314,2.4290017021777395
0.0373182296752929,2.529,2.1347894635862477
0.0503199100494384,2.333,2.2551050028122415
0.0583157539367675,2.353,1.9695342352468839
0.0703155994415283,1.98,2.238179607831965
0.0783157348632812,2.137,2.1736488133774117
0.0873188972473144,2.098,2.373841973363464
0.0993189811706543,2.451,2.447239400160914
0.1073725223541259,2.333,2.365150452531155
0.1199855804443359,2.627,2.4798308002945384
0.1279821395874023,2.51,2.2247289140283724
0.1401097774505615,2.667,2.8233724286116235
0.1481547355651855,2.431,2.473255139980696
0.1611542701721191,2.647,2.6799794480727335
0.1691541671752929,2.569,2.1323767541291114
0.1772077083587646,2.863,2.512393997482425
0.1893339157104492,2.725,3.065887300192279
0.1973328590393066,2.843,3.1320375192185566
0.2093508243560791,2.804,2.335891718657197
0.217860460281372,3.059,3.5926791085181904
0.2298650741577148,2.745,3.1473585159687407
0.2388584613800048,2.706,2.871402781486435
0.2509841918945312,2.412,1.962031335290388
0.2590987682342529,2.549,2.225629705904736
0.2671005725860595,2.373,2.669003431404005
0.2797086238861084,2.51,2.807010435934092
0.2877647876739502,2.373,2.2640834449830516
0.2998688220977783,2.588,2.5123156965653095
0.3078737258911133,2.412,2.676802260753031
0.3204450607299804,2.51,2.294538295439088
0.3284447193145752,2.294,1.9366713812743304
0.3404445648193359,2.255,2.5589023848392585
0.3495111465454101,2.098,2.216909702301274
0.3615102767944336,2.314,2.4674814986965914
0.3695096969604492,2.275,1.954027292177443
0.381509780883789,2.627,3.0772479448576258
0.3905105590820312,2.627,2.147464284389106
